teX,teY,xy,xny,nxy,nxny
T1020,T1499,0,20,4,731
T1020,T1614,1,19,29,706
T1020,T1197,0,20,12,723
T1020,T1132,3,17,99,636
T1020,T1598,1,19,12,723
T1020,T1496,0,20,12,723
T1020,T1585,0,20,14,721
T1020,T1588,1,19,61,674
T1020,T1569,4,16,54,681
T1020,T1213,1,19,9,726
T1020,T1200,0,20,1,734
T1020,T1505,2,18,30,705
T1020,T1485,1,19,22,713
T1020,T1537,0,20,0,735
T1020,T1189,0,20,34,701
T1020,T1498,0,20,2,733
T1020,T1221,2,18,8,727
T1020,T1134,1,19,39,696
T1020,T1111,0,20,4,731
T1020,T1136,1,19,30,705
T1020,T1526,0,20,2,733
T1020,T1018,1,19,68,667
T1020,T1046,2,18,46,689
T1020,T1518,6,14,113,622
T1020,T1538,0,20,0,735
T1020,T1622,0,20,5,730
T1020,T1052,3,17,4,731
T1020,T1105,13,7,384,351
T1020,T1648,0,20,0,735
T1020,T1484,1,19,6,729
T1020,T1220,0,20,4,731
T1020,T1587,1,19,13,722
T1020,T1008,3,17,45,690
T1020,T1124,2,18,66,669
T1020,T1556,1,19,10,725
T1020,T1495,0,20,2,733
T1020,T1490,0,20,29,706
T1020,T1216,0,20,1,734
T1020,T1211,0,20,1,734
T1020,T1127,1,19,1,734
T1020,T1529,0,20,13,722
T1070,T1609,2,267,3,483
T1070,T1083,151,118,122,364
T1070,T1568,22,247,17,469
T1070,T1647,0,269,1,485
T1070,T1074,54,215,37,449
T1070,T1649,1,268,2,484
T1070,T1049,42,227,37,449
T1070,T1584,7,262,7,479
T1070,T1542,6,263,8,478
T1070,T1612,0,269,0,486
T1070,T1586,4,265,3,483
T1070,T1497,48,221,37,449
T1070,T1102,35,234,54,432
T1070,T1608,8,261,9,477
T1070,T1104,5,264,4,482
T1070,T1480,8,261,8,478
T1070,T1619,0,269,1,485
T1070,T1528,1,268,2,484
T1070,T1204,62,207,94,392
T1070,T1057,126,143,108,378
T1070,T1072,2,267,2,484
T1070,T1041,74,195,57,429
T1070,T1591,4,265,2,484
T1070,T1606,1,268,1,485
T1070,T1621,1,268,1,485
T1070,T1554,1,268,6,480
T1070,T1212,0,269,0,486
T1070,T1590,1,268,3,483
T1070,T1210,11,258,12,474
T1070,T1534,3,266,2,484
T1070,T1199,5,264,3,483
T1070,T1593,3,266,2,484
T1070,T1098,10,259,8,478
T1070,T1048,18,251,16,470
T1070,T1597,0,269,2,484
T1070,T1566,54,215,76,410
T1070,T1110,21,248,19,467
T1070,T1565,4,265,1,485
T1070,T1559,18,251,13,473
T1070,T1001,20,249,20,466
T1070,T1039,5,264,6,480
T1070,T1601,0,269,1,485
T1070,T1574,37,232,43,443
T1070,T1078,30,239,31,455
T1070,T1571,22,247,15,471
T1070,T1068,16,253,15,471
T1070,T1531,2,267,2,484
T1070,T1027,188,81,177,309
T1070,T1201,3,266,5,481
T1070,T1546,29,240,19,467
T1070,T1187,1,268,2,484
T1070,T1599,0,269,0,486
T1070,T1486,17,252,25,461
T1070,T1553,34,235,35,451
T1070,T1573,90,179,91,395
T1070,T1056,80,189,65,421
T1070,T1203,21,248,27,459
T1070,T1570,13,256,10,476
T1070,T1095,36,233,26,460
T1070,T1012,66,203,30,456
T1070,T1030,9,260,5,481
T1070,T1499,2,267,2,484
T1070,T1614,16,253,14,472
T1070,T1197,7,262,5,481
T1070,T1132,53,216,49,437
T1070,T1598,6,263,7,479
T1070,T1496,7,262,5,481
T1070,T1585,6,263,8,478
T1070,T1588,24,245,38,448
T1070,T1569,38,231,20,466
T1070,T1213,5,264,5,481
T1070,T1200,0,269,1,485
T1070,T1505,20,249,12,474
T1070,T1485,17,252,6,480
T1070,T1537,0,269,0,486
T1070,T1189,12,257,22,464
T1070,T1498,2,267,0,486
T1070,T1221,5,264,5,481
T1070,T1134,27,242,13,473
T1070,T1111,2,267,2,484
T1070,T1136,20,249,11,475
T1070,T1526,0,269,2,484
T1070,T1018,35,234,34,452
T1070,T1046,30,239,18,468
T1070,T1518,60,209,59,427
T1070,T1538,0,269,0,486
T1070,T1622,3,266,2,484
T1070,T1052,5,264,2,484
T1070,T1105,183,86,214,272
T1070,T1648,0,269,0,486
T1070,T1484,5,264,2,484
T1070,T1220,2,267,2,484
T1070,T1587,6,263,8,478
T1070,T1008,29,240,19,467
T1070,T1124,41,228,27,459
T1070,T1556,4,265,7,479
T1070,T1495,0,269,2,484
T1070,T1490,11,258,18,468
T1070,T1216,1,268,0,486
T1070,T1211,1,268,0,486
T1070,T1127,1,268,1,485
T1070,T1529,11,258,2,484
T1609,T1083,3,2,270,480
T1609,T1568,0,5,39,711
T1609,T1647,0,5,1,749
T1609,T1074,1,4,90,660
T1609,T1649,0,5,3,747
T1609,T1049,1,4,78,672
T1609,T1584,0,5,14,736
T1609,T1542,0,5,14,736
T1609,T1612,0,5,0,750
T1609,T1586,0,5,7,743
T1609,T1497,0,5,85,665
T1609,T1102,2,3,87,663
T1609,T1608,1,4,16,734
T1609,T1104,0,5,9,741
T1609,T1480,0,5,16,734
T1609,T1619,1,4,0,750
T1609,T1528,1,4,2,748
T1609,T1204,1,4,155,595
T1609,T1057,2,3,232,518
T1609,T1072,0,5,4,746
T1609,T1041,0,5,131,619
T1609,T1591,0,5,6,744
T1609,T1606,0,5,2,748
T1609,T1621,0,5,2,748
T1609,T1554,0,5,7,743
T1609,T1212,0,5,0,750
T1609,T1590,0,5,4,746
T1609,T1210,0,5,23,727
T1609,T1534,0,5,5,745
T1609,T1199,0,5,8,742
T1609,T1593,0,5,5,745
T1609,T1098,1,4,17,733
T1609,T1048,1,4,33,717
T1609,T1597,0,5,2,748
T1609,T1566,0,5,130,620
T1609,T1110,1,4,39,711
T1609,T1565,0,5,5,745
T1609,T1559,0,5,31,719
T1609,T1001,0,5,40,710
T1609,T1039,0,5,11,739
T1609,T1601,0,5,1,749
T1609,T1574,1,4,79,671
T1609,T1078,2,3,59,691
T1609,T1571,0,5,37,713
T1609,T1068,2,3,29,721
T1609,T1531,0,5,4,746
T1609,T1027,3,2,362,388
T1609,T1201,0,5,8,742
T1609,T1546,0,5,48,702
T1609,T1187,0,5,3,747
T1609,T1599,0,5,0,750
T1609,T1486,0,5,42,708
T1609,T1553,0,5,69,681
T1609,T1573,0,5,181,569
T1609,T1056,0,5,145,605
T1609,T1203,0,5,48,702
T1609,T1570,0,5,23,727
T1609,T1095,0,5,62,688
T1609,T1012,0,5,96,654
T1609,T1030,0,5,14,736
T1609,T1499,0,5,4,746
T1609,T1614,0,5,30,720
T1609,T1197,0,5,12,738
T1609,T1132,0,5,102,648
T1609,T1598,0,5,13,737
T1609,T1496,3,2,9,741
T1609,T1585,0,5,14,736
T1609,T1588,0,5,62,688
T1609,T1569,1,4,57,693
T1609,T1213,0,5,10,740
T1609,T1200,0,5,1,749
T1609,T1505,0,5,32,718
T1609,T1485,0,5,23,727
T1609,T1537,0,5,0,750
T1609,T1189,0,5,34,716
T1609,T1498,0,5,2,748
T1609,T1221,0,5,10,740
T1609,T1134,1,4,39,711
T1609,T1111,0,5,4,746
T1609,T1136,2,3,29,721
T1609,T1526,0,5,2,748
T1609,T1018,1,4,68,682
T1609,T1046,3,2,45,705
T1609,T1518,2,3,117,633
T1609,T1538,0,5,0,750
T1609,T1622,0,5,5,745
T1609,T1052,0,5,7,743
T1609,T1105,3,2,394,356
T1609,T1648,0,5,0,750
T1609,T1484,0,5,7,743
T1609,T1220,0,5,4,746
T1609,T1587,1,4,13,737
T1609,T1008,0,5,48,702
T1609,T1124,0,5,68,682
T1609,T1556,0,5,11,739
T1609,T1495,0,5,2,748
T1609,T1490,0,5,29,721
T1609,T1216,0,5,1,749
T1609,T1211,0,5,1,749
T1609,T1127,0,5,2,748
T1609,T1529,0,5,13,737
T1083,T1568,20,253,19,463
T1083,T1647,1,272,0,482
T1083,T1074,52,221,39,443
T1083,T1649,1,272,2,480
T1083,T1049,50,223,29,453
T1083,T1584,7,266,7,475
T1083,T1542,7,266,7,475
T1083,T1612,0,273,0,482
T1083,T1586,4,269,3,479
T1083,T1497,45,228,40,442
T1083,T1102,41,232,48,434
T1083,T1608,7,266,10,472
T1083,T1104,7,266,2,480
T1083,T1480,7,266,9,473
T1083,T1619,0,273,1,481
T1083,T1528,1,272,2,480
T1083,T1204,64,209,92,390
T1083,T1057,152,121,82,400
T1083,T1072,1,272,3,479
T1083,T1041,82,191,49,433
T1083,T1591,4,269,2,480
T1083,T1606,1,272,1,481
T1083,T1621,1,272,1,481
T1083,T1554,3,270,4,478
T1083,T1212,0,273,0,482
T1083,T1590,1,272,3,479
T1083,T1210,13,260,10,472
T1083,T1534,3,270,2,480
T1083,T1199,4,269,4,478
T1083,T1593,3,270,2,480
T1083,T1098,11,262,7,475
T1083,T1048,17,256,17,465
T1083,T1597,0,273,2,480
T1083,T1566,52,221,78,404
T1083,T1110,21,252,19,463
T1083,T1565,3,270,2,480
T1083,T1559,15,258,16,466
T1083,T1001,19,254,21,461
T1083,T1039,10,263,1,481
T1083,T1601,0,273,1,481
T1083,T1574,36,237,44,438
T1083,T1078,24,249,37,445
T1083,T1571,22,251,15,467
T1083,T1068,14,259,17,465
T1083,T1531,1,272,3,479
T1083,T1027,164,109,201,281
T1083,T1201,5,268,3,479
T1083,T1546,20,253,28,454
T1083,T1187,1,272,2,480
T1083,T1599,0,273,0,482
T1083,T1486,19,254,23,459
T1083,T1553,32,241,37,445
T1083,T1573,89,184,92,390
T1083,T1056,84,189,61,421
T1083,T1203,23,250,25,457
T1083,T1570,9,264,14,468
T1083,T1095,34,239,28,454
T1083,T1012,56,217,40,442
T1083,T1030,5,268,9,473
T1083,T1499,3,270,1,481
T1083,T1614,21,252,9,473
T1083,T1197,7,266,5,477
T1083,T1132,50,223,52,430
T1083,T1598,7,266,6,476
T1083,T1496,6,267,6,476
T1083,T1585,7,266,7,475
T1083,T1588,22,251,40,442
T1083,T1569,30,243,28,454
T1083,T1213,7,266,3,479
T1083,T1200,0,273,1,481
T1083,T1505,16,257,16,466
T1083,T1485,15,258,8,474
T1083,T1537,0,273,0,482
T1083,T1189,15,258,19,463
T1083,T1498,1,272,1,481
T1083,T1221,8,265,2,480
T1083,T1134,29,244,11,471
T1083,T1111,2,271,2,480
T1083,T1136,15,258,16,466
T1083,T1526,0,273,2,480
T1083,T1018,35,238,34,448
T1083,T1046,26,247,22,460
T1083,T1518,63,210,56,426
T1083,T1538,0,273,0,482
T1083,T1622,2,271,3,479
T1083,T1052,6,267,1,481
T1083,T1105,181,92,216,266
T1083,T1648,0,273,0,482
T1083,T1484,3,270,4,478
T1083,T1220,1,272,3,479
T1083,T1587,9,264,5,477
T1083,T1008,28,245,20,462
T1083,T1124,39,234,29,453
T1083,T1556,6,267,5,477
T1083,T1495,1,272,1,481
T1083,T1490,15,258,14,468
T1083,T1216,1,272,0,482
T1083,T1211,1,272,0,482
T1083,T1127,2,271,0,482
T1083,T1529,7,266,6,476
T1568,T1647,0,39,1,715
T1568,T1074,9,30,82,634
T1568,T1649,1,38,2,714
T1568,T1049,5,34,74,642
T1568,T1584,2,37,12,704
T1568,T1542,1,38,13,703
T1568,T1612,0,39,0,716
T1568,T1586,1,38,6,710
T1568,T1497,12,27,73,643
T1568,T1102,11,28,78,638
T1568,T1608,4,35,13,703
T1568,T1104,2,37,7,709
T1568,T1480,1,38,15,701
T1568,T1619,0,39,1,715
T1568,T1528,0,39,3,713
T1568,T1204,14,25,142,574
T1568,T1057,19,20,215,501
T1568,T1072,0,39,4,712
T1568,T1041,14,25,117,599
T1568,T1591,0,39,6,710
T1568,T1606,1,38,1,715
T1568,T1621,1,38,1,715
T1568,T1554,1,38,6,710
T1568,T1212,0,39,0,716
T1568,T1590,0,39,4,712
T1568,T1210,3,36,20,696
T1568,T1534,1,38,4,712
T1568,T1199,2,37,6,710
T1568,T1593,0,39,5,711
T1568,T1098,1,38,17,699
T1568,T1048,1,38,33,683
T1568,T1597,0,39,2,714
T1568,T1566,15,24,115,601
T1568,T1110,3,36,37,679
T1568,T1565,0,39,5,711
T1568,T1559,7,32,24,692
T1568,T1001,2,37,38,678
T1568,T1039,2,37,9,707
T1568,T1601,0,39,1,715
T1568,T1574,5,34,75,641
T1568,T1078,4,35,57,659
T1568,T1571,2,37,35,681
T1568,T1068,2,37,29,687
T1568,T1531,0,39,4,712
T1568,T1027,31,8,334,382
T1568,T1201,0,39,8,708
T1568,T1546,4,35,44,672
T1568,T1187,0,39,3,713
T1568,T1599,0,39,0,716
T1568,T1486,3,36,39,677
T1568,T1553,10,29,59,657
T1568,T1573,16,23,165,551
T1568,T1056,11,28,134,582
T1568,T1203,5,34,43,673
T1568,T1570,0,39,23,693
T1568,T1095,10,29,52,664
T1568,T1012,11,28,85,631
T1568,T1030,1,38,13,703
T1568,T1499,0,39,4,712
T1568,T1614,4,35,26,690
T1568,T1197,2,37,10,706
T1568,T1132,11,28,91,625
T1568,T1598,1,38,12,704
T1568,T1496,1,38,11,705
T1568,T1585,0,39,14,702
T1568,T1588,5,34,57,659
T1568,T1569,2,37,56,660
T1568,T1213,1,38,9,707
T1568,T1200,0,39,1,715
T1568,T1505,1,38,31,685
T1568,T1485,1,38,22,694
T1568,T1537,0,39,0,716
T1568,T1189,2,37,32,684
T1568,T1498,0,39,2,714
T1568,T1221,1,38,9,707
T1568,T1134,2,37,38,678
T1568,T1111,0,39,4,712
T1568,T1136,2,37,29,687
T1568,T1526,0,39,2,714
T1568,T1018,5,34,64,652
T1568,T1046,3,36,45,671
T1568,T1518,10,29,109,607
T1568,T1538,0,39,0,716
T1568,T1622,0,39,5,711
T1568,T1052,0,39,7,709
T1568,T1105,31,8,366,350
T1568,T1648,0,39,0,716
T1568,T1484,1,38,6,710
T1568,T1220,1,38,3,713
T1568,T1587,2,37,12,704
T1568,T1008,8,31,40,676
T1568,T1124,10,29,58,658
T1568,T1556,2,37,9,707
T1568,T1495,0,39,2,714
T1568,T1490,3,36,26,690
T1568,T1216,0,39,1,715
T1568,T1211,0,39,1,715
T1568,T1127,0,39,2,714
T1568,T1529,1,38,12,704
T1647,T1074,0,1,91,663
T1647,T1649,0,1,3,751
T1647,T1049,0,1,79,675
T1647,T1584,0,1,14,740
T1647,T1542,0,1,14,740
T1647,T1612,0,1,0,754
T1647,T1586,0,1,7,747
T1647,T1497,1,0,84,670
T1647,T1102,0,1,89,665
T1647,T1608,0,1,17,737
T1647,T1104,0,1,9,745
T1647,T1480,0,1,16,738
T1647,T1619,0,1,1,753
T1647,T1528,0,1,3,751
T1647,T1204,0,1,156,598
T1647,T1057,0,1,234,520
T1647,T1072,0,1,4,750
T1647,T1041,1,0,130,624
T1647,T1591,0,1,6,748
T1647,T1606,0,1,2,752
T1647,T1621,0,1,2,752
T1647,T1554,1,0,6,748
T1647,T1212,0,1,0,754
T1647,T1590,0,1,4,750
T1647,T1210,0,1,23,731
T1647,T1534,0,1,5,749
T1647,T1199,0,1,8,746
T1647,T1593,0,1,5,749
T1647,T1098,1,0,17,737
T1647,T1048,0,1,34,720
T1647,T1597,0,1,2,752
T1647,T1566,0,1,130,624
T1647,T1110,0,1,40,714
T1647,T1565,0,1,5,749
T1647,T1559,0,1,31,723
T1647,T1001,0,1,40,714
T1647,T1039,0,1,11,743
T1647,T1601,0,1,1,753
T1647,T1574,1,0,79,675
T1647,T1078,0,1,61,693
T1647,T1571,0,1,37,717
T1647,T1068,1,0,30,724
T1647,T1531,0,1,4,750
T1647,T1027,0,1,365,389
T1647,T1201,0,1,8,746
T1647,T1546,0,1,48,706
T1647,T1187,0,1,3,751
T1647,T1599,0,1,0,754
T1647,T1486,1,0,41,713
T1647,T1553,1,0,68,686
T1647,T1573,1,0,180,574
T1647,T1056,1,0,144,610
T1647,T1203,0,1,48,706
T1647,T1570,0,1,23,731
T1647,T1095,0,1,62,692
T1647,T1012,0,1,96,658
T1647,T1030,0,1,14,740
T1647,T1499,0,1,4,750
T1647,T1614,1,0,29,725
T1647,T1197,0,1,12,742
T1647,T1132,0,1,102,652
T1647,T1598,0,1,13,741
T1647,T1496,0,1,12,742
T1647,T1585,0,1,14,740
T1647,T1588,0,1,62,692
T1647,T1569,1,0,57,697
T1647,T1213,0,1,10,744
T1647,T1200,0,1,1,753
T1647,T1505,0,1,32,722
T1647,T1485,0,1,23,731
T1647,T1537,0,1,0,754
T1647,T1189,0,1,34,720
T1647,T1498,0,1,2,752
T1647,T1221,0,1,10,744
T1647,T1134,0,1,40,714
T1647,T1111,0,1,4,750
T1647,T1136,0,1,31,723
T1647,T1526,0,1,2,752
T1647,T1018,0,1,69,685
T1647,T1046,0,1,48,706
T1647,T1518,1,0,118,636
T1647,T1538,0,1,0,754
T1647,T1622,0,1,5,749
T1647,T1052,0,1,7,747
T1647,T1105,1,0,396,358
T1647,T1648,0,1,0,754
T1647,T1484,0,1,7,747
T1647,T1220,0,1,4,750
T1647,T1587,0,1,14,740
T1647,T1008,0,1,48,706
T1647,T1124,0,1,68,686
T1647,T1556,0,1,11,743
T1647,T1495,0,1,2,752
T1647,T1490,0,1,29,725
T1647,T1216,0,1,1,753
T1647,T1211,0,1,1,753
T1647,T1127,0,1,2,752
T1647,T1529,0,1,13,741
T1074,T1649,1,90,2,662
T1074,T1049,20,71,59,605
T1074,T1584,5,86,9,655
T1074,T1542,2,89,12,652
T1074,T1612,0,91,0,664
T1074,T1586,4,87,3,661
T1074,T1497,14,77,71,593
T1074,T1102,19,72,70,594
T1074,T1608,6,85,11,653
T1074,T1104,3,88,6,658
T1074,T1480,1,90,15,649
T1074,T1619,0,91,1,663
T1074,T1528,1,90,2,662
T1074,T1204,30,61,126,538
T1074,T1057,38,53,196,468
T1074,T1072,0,91,4,660
T1074,T1041,37,54,94,570
T1074,T1591,3,88,3,661
T1074,T1606,1,90,1,663
T1074,T1621,1,90,1,663
T1074,T1554,1,90,6,658
T1074,T1212,0,91,0,664
T1074,T1590,0,91,4,660
T1074,T1210,8,83,15,649
T1074,T1534,3,88,2,662
T1074,T1199,4,87,4,660
T1074,T1593,2,89,3,661
T1074,T1098,8,83,10,654
T1074,T1048,11,80,23,641
T1074,T1597,0,91,2,662
T1074,T1566,23,68,107,557
T1074,T1110,10,81,30,634
T1074,T1565,1,90,4,660
T1074,T1559,10,81,21,643
T1074,T1001,9,82,31,633
T1074,T1039,5,86,6,658
T1074,T1601,0,91,1,663
T1074,T1574,19,72,61,603
T1074,T1078,20,71,41,623
T1074,T1571,4,87,33,631
T1074,T1068,6,85,25,639
T1074,T1531,0,91,4,660
T1074,T1027,64,27,301,363
T1074,T1201,1,90,7,657
T1074,T1546,12,79,36,628
T1074,T1187,1,90,2,662
T1074,T1599,0,91,0,664
T1074,T1486,1,90,41,623
T1074,T1553,13,78,56,608
T1074,T1573,30,61,151,513
T1074,T1056,40,51,105,559
T1074,T1203,13,78,35,629
T1074,T1570,4,87,19,645
T1074,T1095,15,76,47,617
T1074,T1012,18,73,78,586
T1074,T1030,7,84,7,657
T1074,T1499,0,91,4,660
T1074,T1614,3,88,27,637
T1074,T1197,4,87,8,656
T1074,T1132,22,69,80,584
T1074,T1598,5,86,8,656
T1074,T1496,1,90,11,653
T1074,T1585,4,87,10,654
T1074,T1588,17,74,45,619
T1074,T1569,8,83,50,614
T1074,T1213,4,87,6,658
T1074,T1200,0,91,1,663
T1074,T1505,11,80,21,643
T1074,T1485,2,89,21,643
T1074,T1537,0,91,0,664
T1074,T1189,6,85,28,636
T1074,T1498,1,90,1,663
T1074,T1221,3,88,7,657
T1074,T1134,6,85,34,630
T1074,T1111,2,89,2,662
T1074,T1136,10,81,21,643
T1074,T1526,0,91,2,662
T1074,T1018,16,75,53,611
T1074,T1046,10,81,38,626
T1074,T1518,23,68,96,568
T1074,T1538,0,91,0,664
T1074,T1622,0,91,5,659
T1074,T1052,4,87,3,661
T1074,T1105,60,31,337,327
T1074,T1648,0,91,0,664
T1074,T1484,2,89,5,659
T1074,T1220,2,89,2,662
T1074,T1587,5,86,9,655
T1074,T1008,11,80,37,627
T1074,T1124,16,75,52,612
T1074,T1556,2,89,9,655
T1074,T1495,0,91,2,662
T1074,T1490,2,89,27,637
T1074,T1216,0,91,1,663
T1074,T1211,1,90,0,664
T1074,T1127,0,91,2,662
T1074,T1529,1,90,12,652
T1649,T1049,0,3,79,673
T1649,T1584,1,2,13,739
T1649,T1542,0,3,14,738
T1649,T1612,0,3,0,752
T1649,T1586,1,2,6,746
T1649,T1497,0,3,85,667
T1649,T1102,1,2,88,664
T1649,T1608,0,3,17,735
T1649,T1104,0,3,9,743
T1649,T1480,0,3,16,736
T1649,T1619,0,3,1,751
T1649,T1528,1,2,2,750
T1649,T1204,1,2,155,597
T1649,T1057,1,2,233,519
T1649,T1072,0,3,4,748
T1649,T1041,0,3,131,621
T1649,T1591,0,3,6,746
T1649,T1606,2,1,0,752
T1649,T1621,1,2,1,751
T1649,T1554,0,3,7,745
T1649,T1212,0,3,0,752
T1649,T1590,1,2,3,749
T1649,T1210,0,3,23,729
T1649,T1534,0,3,5,747
T1649,T1199,1,2,7,745
T1649,T1593,0,3,5,747
T1649,T1098,3,0,15,737
T1649,T1048,1,2,33,719
T1649,T1597,0,3,2,750
T1649,T1566,2,1,128,624
T1649,T1110,1,2,39,713
T1649,T1565,0,3,5,747
T1649,T1559,0,3,31,721
T1649,T1001,1,2,39,713
T1649,T1039,0,3,11,741
T1649,T1601,0,3,1,751
T1649,T1574,0,3,80,672
T1649,T1078,1,2,60,692
T1649,T1571,0,3,37,715
T1649,T1068,1,2,30,722
T1649,T1531,0,3,4,748
T1649,T1027,1,2,364,388
T1649,T1201,0,3,8,744
T1649,T1546,1,2,47,705
T1649,T1187,0,3,3,749
T1649,T1599,0,3,0,752
T1649,T1486,0,3,42,710
T1649,T1553,1,2,68,684
T1649,T1573,1,2,180,572
T1649,T1056,0,3,145,607
T1649,T1203,1,2,47,705
T1649,T1570,0,3,23,729
T1649,T1095,1,2,61,691
T1649,T1012,0,3,96,656
T1649,T1030,0,3,14,738
T1649,T1499,0,3,4,748
T1649,T1614,0,3,30,722
T1649,T1197,0,3,12,740
T1649,T1132,0,3,102,650
T1649,T1598,1,2,12,740
T1649,T1496,0,3,12,740
T1649,T1585,0,3,14,738
T1649,T1588,1,2,61,691
T1649,T1569,0,3,58,694
T1649,T1213,1,2,9,743
T1649,T1200,0,3,1,751
T1649,T1505,1,2,31,721
T1649,T1485,0,3,23,729
T1649,T1537,0,3,0,752
T1649,T1189,0,3,34,718
T1649,T1498,0,3,2,750
T1649,T1221,0,3,10,742
T1649,T1134,1,2,39,713
T1649,T1111,0,3,4,748
T1649,T1136,2,1,29,723
T1649,T1526,1,2,1,751
T1649,T1018,1,2,68,684
T1649,T1046,0,3,48,704
T1649,T1518,0,3,119,633
T1649,T1538,0,3,0,752
T1649,T1622,0,3,5,747
T1649,T1052,0,3,7,745
T1649,T1105,1,2,396,356
T1649,T1648,0,3,0,752
T1649,T1484,2,1,5,747
T1649,T1220,0,3,4,748
T1649,T1587,1,2,13,739
T1649,T1008,0,3,48,704
T1649,T1124,0,3,68,684
T1649,T1556,2,1,9,743
T1649,T1495,0,3,2,750
T1649,T1490,0,3,29,723
T1649,T1216,0,3,1,751
T1649,T1211,0,3,1,751
T1649,T1127,0,3,2,750
T1649,T1529,0,3,13,739
T1049,T1584,6,73,8,668
T1049,T1542,2,77,12,664
T1049,T1612,0,79,0,676
T1049,T1586,2,77,5,671
T1049,T1497,10,69,75,601
T1049,T1102,17,62,72,604
T1049,T1608,7,72,10,666
T1049,T1104,4,75,5,671
T1049,T1480,2,77,14,662
T1049,T1619,0,79,1,675
T1049,T1528,0,79,3,673
T1049,T1204,23,56,133,543
T1049,T1057,56,23,178,498
T1049,T1072,1,78,3,673
T1049,T1041,21,58,110,566
T1049,T1591,3,76,3,673
T1049,T1606,0,79,2,674
T1049,T1621,0,79,2,674
T1049,T1554,0,79,7,669
T1049,T1212,0,79,0,676
T1049,T1590,2,77,2,674
T1049,T1210,8,71,15,661
T1049,T1534,2,77,3,673
T1049,T1199,3,76,5,671
T1049,T1593,2,77,3,673
T1049,T1098,6,73,12,664
T1049,T1048,8,71,26,650
T1049,T1597,0,79,2,674
T1049,T1566,23,56,107,569
T1049,T1110,14,65,26,650
T1049,T1565,1,78,4,672
T1049,T1559,3,76,28,648
T1049,T1001,6,73,34,642
T1049,T1039,4,75,7,669
T1049,T1601,0,79,1,675
T1049,T1574,21,58,59,617
T1049,T1078,16,63,45,631
T1049,T1571,6,73,31,645
T1049,T1068,7,72,24,652
T1049,T1531,0,79,4,672
T1049,T1027,59,20,306,370
T1049,T1201,7,72,1,675
T1049,T1546,8,71,40,636
T1049,T1187,0,79,3,673
T1049,T1599,0,79,0,676
T1049,T1486,7,72,35,641
T1049,T1553,9,70,60,616
T1049,T1573,28,51,153,523
T1049,T1056,32,47,113,563
T1049,T1203,14,65,34,642
T1049,T1570,6,73,17,659
T1049,T1095,9,70,53,623
T1049,T1012,20,59,76,600
T1049,T1030,2,77,12,664
T1049,T1499,1,78,3,673
T1049,T1614,5,74,25,651
T1049,T1197,3,76,9,667
T1049,T1132,17,62,85,591
T1049,T1598,3,76,10,666
T1049,T1496,3,76,9,667
T1049,T1585,7,72,7,669
T1049,T1588,18,61,44,632
T1049,T1569,13,66,45,631
T1049,T1213,3,76,7,669
T1049,T1200,0,79,1,675
T1049,T1505,9,70,23,653
T1049,T1485,4,75,19,657
T1049,T1537,0,79,0,676
T1049,T1189,8,71,26,650
T1049,T1498,1,78,1,675
T1049,T1221,2,77,8,668
T1049,T1134,12,67,28,648
T1049,T1111,2,77,2,674
T1049,T1136,9,70,22,654
T1049,T1526,0,79,2,674
T1049,T1018,27,52,42,634
T1049,T1046,19,60,29,647
T1049,T1518,19,60,100,576
T1049,T1538,0,79,0,676
T1049,T1622,0,79,5,671
T1049,T1052,4,75,3,673
T1049,T1105,53,26,344,332
T1049,T1648,0,79,0,676
T1049,T1484,2,77,5,671
T1049,T1220,1,78,3,673
T1049,T1587,5,74,9,667
T1049,T1008,7,72,41,635
T1049,T1124,12,67,56,620
T1049,T1556,2,77,9,667
T1049,T1495,0,79,2,674
T1049,T1490,3,76,26,650
T1049,T1216,1,78,0,676
T1049,T1211,0,79,1,675
T1049,T1127,2,77,0,676
T1049,T1529,3,76,10,666
T1584,T1542,1,13,13,728
T1584,T1612,0,14,0,741
T1584,T1586,3,11,4,737
T1584,T1497,1,13,84,657
T1584,T1102,6,8,83,658
T1584,T1608,6,8,11,730
T1584,T1104,1,13,8,733
T1584,T1480,0,14,16,725
T1584,T1619,0,14,1,740
T1584,T1528,0,14,3,738
T1584,T1204,11,3,145,596
T1584,T1057,7,7,227,514
T1584,T1072,0,14,4,737
T1584,T1041,3,11,128,613
T1584,T1591,4,10,2,739
T1584,T1606,1,13,1,740
T1584,T1621,1,13,1,740
T1584,T1554,0,14,7,734
T1584,T1212,0,14,0,741
T1584,T1590,1,13,3,738
T1584,T1210,2,12,21,720
T1584,T1534,2,12,3,738
T1584,T1199,2,12,6,735
T1584,T1593,3,11,2,739
T1584,T1098,7,7,11,730
T1584,T1048,2,12,32,709
T1584,T1597,0,14,2,739
T1584,T1566,12,2,118,623
T1584,T1110,5,9,35,706
T1584,T1565,0,14,5,736
T1584,T1559,0,14,31,710
T1584,T1001,3,11,37,704
T1584,T1039,0,14,11,730
T1584,T1601,0,14,1,740
T1584,T1574,3,11,77,664
T1584,T1078,8,6,53,688
T1584,T1571,3,11,34,707
T1584,T1068,2,12,29,712
T1584,T1531,0,14,4,737
T1584,T1027,8,6,357,384
T1584,T1201,1,13,7,734
T1584,T1546,4,10,44,697
T1584,T1187,1,13,2,739
T1584,T1599,0,14,0,741
